var_abbr,var_name,var_short,std_mol_name,std_mol_code,signal_formula,signal_name,signal_expression,ε,ε_unit,assay,kit,kit_ref,manufacturer,color_high,color_low,final_vol,read_type
PTN,Protein,Protein,BSA,,A562,A562,bold(A562),,,BCA,Pierce™ BCA Protein Assay Kit,23225,Thermo,darkorchid3,aquamarine2,210,Absorbance
